Carrier Code,Status,Name,Scac,Carrier Type,Type Description,Type Group
RM573754,X,GRAY TRANSPORTATION LLC,N970,CON,CONTRACT FLEET,Trucklo
RM57400,X,GOO  GOO  ENTERPRISES-  INC.,U355,CON,CONTRACT FLEET,Trucklo
RM574585,X,CUSTOM TRANSPORT INC,J447,CON,CONTRACT FLEET,Trucklo
RM574665,X,IMB EXPRESS LLC,J696,CON,CONTRACT FLEET,Trucklo
RM57484,X,COBRA S EXPRESS- INC.,M173,CON,CONTRACT FLEET,Trucklo
RM574991,X,LARRIMORE TRUCKING,K872,CON,CONTRACT FLEET,Trucklo
RM575047,X,JJI TRANSPORTATION LLC,ABCD,CON,CONTRACT FLEET,Trucklo
RM575257,A,ALPINE DELIVERY SERVICE LLC,E057,CON,CONTRACT FLEET,Trucklo
RM575286,X,MAS LOGISTICS LLC,M825,CON,CONTRACT FLEET,Trucklo
RM575356,X,FLO TRANSPORT LLC,J267,CON,CONTRACT FLEET,Trucklo
RM575371,X,IMC TRANS INC,E442,CON,CONTRACT FLEET,Trucklo
RM575378,X,UNIQUE EXPRESS LLC,S484,CON,CONTRACT FLEET,Trucklo
RM575382,X,10 SPEED TRUCKING LLC,E462,CON,CONTRACT FLEET,Trucklo
RM575405,X,L3L INC,J776,CON,CONTRACT FLEET,Trucklo
RM575452,X,NIECE EXPRESS- INC.,L701,CON,CONTRACT FLEET,Trucklo
RM575665,X,PRO DRIVE INC,M007,CON,CONTRACT FLEET,Trucklo
RM575749,X,SAM TRUCKING LLC,K248,CON,CONTRACT FLEET,Trucklo
RM575777,X,ADAM S EXPRESS- LLC,V579,CON,CONTRACT FLEET,Trucklo
RM575811,A,NS TRUCKING INC,A321,CON,CONTRACT FLEET,Trucklo
RM57600,X,GILL TRUCKING CO,3746,CON,CONTRACT FLEET,Trucklo
RM576076,X,IVANS WAY CORPORATION,IWCP,CON,CONTRACT FLEET,Trucklo
RM576090,A,UNI TRANS LLC,9820,CON,CONTRACT FLEET,Trucklo
RM576126,X,FREDY and TANIA TRUCKING INC,E993,CON,CONTRACT FLEET,Trucklo
RM576131,X,JUVE S TRUCKING LLC,J618,CON,CONTRACT FLEET,Trucklo
RM576167,X,BAYTRANS INC,D201,CON,CONTRACT FLEET,Trucklo
RM576207,A,LANDWAY INC,L502,CON,CONTRACT FLEET,Trucklo
RM576943,X,DB EXPRESS LLC,N333,CON,CONTRACT FLEET,Trucklo
RM576970,X,1 A WAY TRUCKING LLC,M481,CON,CONTRACT FLEET,Trucklo
RM57702,X,KING FARMS TRUCKING L.L.C.,KFTK,CON,CONTRACT FLEET,Trucklo
RM577034,A,CODAX INC,E961,CON,CONTRACT FLEET,Trucklo
RM577079,A,MFA LOGISTICS LLC,T070,CON,CONTRACT FLEET,Trucklo
RM577097,A,GERALD TRUCKING INC,U862,CON,CONTRACT FLEET,Trucklo
RM577282,X,WHITE TIGER LOGISTICS LLC,S692,CON,CONTRACT FLEET,Trucklo
RM57729,X,SOUTHSTAR TRUCKING INC,SKGA,CON,CONTRACT FLEET,Trucklo
RM577367,X,KM CARRIER INC,KCIV,CON,CONTRACT FLEET,Trucklo
RM57737,A,K V and B REFRIGERATED TRANSPO,9706,CON,CONTRACT FLEET,Trucklo
RM577380,X,ROYAL FAM TRANSPORTATION LLC,K523,CON,CONTRACT FLEET,Trucklo
RM577388,X,YSD LOGISTICS LLC,YSDC,CON,CONTRACT FLEET,Trucklo
RM577661,X,PNT CARRIERS INC,K224,CON,CONTRACT FLEET,Trucklo
RM57776,X,M and R EXPRESS LLC,K328,CON,CONTRACT FLEET,Trucklo
RM578132,A,FJS FREIGHTS- INC.,M002,CON,CONTRACT FLEET,Trucklo
RM578136,X,EXODUS WAY TRANSPORT INC,V072,CON,CONTRACT FLEET,Trucklo
RM57820,A,GEETINGS- INC.,GETG,CON,CONTRACT FLEET,Trucklo
RM578203,X,ASTROS TRUCKING,0025,CON,CONTRACT FLEET,Trucklo
RM578245,X,MCTUCKER TRUCKING LLC,M668,CON,CONTRACT FLEET,Trucklo
RM578486,A,NEW VALLEY TRANSPORT INC,D618,CON,CONTRACT FLEET,Trucklo
RM578505,X,GOLDEN LOGISTICS LLC,M538,CON,CONTRACT FLEET,Trucklo
RM578515,X,BISHKEK EXPRESS INC,E303,CON,CONTRACT FLEET,Trucklo
RM578535,A,YES TRANSPORT INC,E692,CON,CONTRACT FLEET,Trucklo
RM578615,X,SALEEM TRANSPORT,L347,CON,CONTRACT FLEET,Trucklo
RM578622,X,EMM TRANSPORTATION,EMMR,CON,CONTRACT FLEET,Trucklo
RM578848,A,BLACK PANTHER TRANSPORTATION I,A897,CON,CONTRACT FLEET,Trucklo
RM578854,X,NGETA LOGISTICS LLC,E230,CON,CONTRACT FLEET,Trucklo
RM57886,X,BULK EXPRESS LOGISTICS INC,0394,CON,CONTRACT FLEET,Trucklo
RM579099,A,OCEAN XPRESS INC,A701,CON,CONTRACT FLEET,Trucklo
RM57919,X,NORCO,NCOC,CON,CONTRACT FLEET,Trucklo
RM579322,A,SUNRISE HIGHWAY,9953,CON,CONTRACT FLEET,Trucklo
RM579451,X,AWESOME TRUCKING,J964,CON,CONTRACT FLEET,Trucklo
RM579466,A,BRIGHTSTAR TRANSPORTATION INC,A826,CON,CONTRACT FLEET,Trucklo
RM579468,X,REDHILL S EXPRESS CARRIERS LLC,N999,CON,CONTRACT FLEET,Trucklo
RM579481,X,HOCKLEY A AND L TRUCKING INC,S242,CON,CONTRACT FLEET,Trucklo
RM579483,X,ROAD EXPRESS LLC,D718,CON,CONTRACT FLEET,Trucklo
RM579489,X,JONI TRANS LLC,E724,CON,CONTRACT FLEET,Trucklo
RM57949,X,TERRY ROUNSAVILLE TRUCKING LIM,N566,CON,CONTRACT FLEET,Trucklo
RM579735,A,FIREBIRD EXPRESS INC,T499,CON,CONTRACT FLEET,Trucklo
RM579740,X,WILLIAMS BUILDING CORPORATION,N958,CON,CONTRACT FLEET,Trucklo
RM579776,X,ZAYAS TRANSPORT INC,T498,CON,CONTRACT FLEET,Trucklo
RM579811,X,BOLANOS TRUCKING INC,BOTR,CON,CONTRACT FLEET,Trucklo
RM579835,A,GRASS ROOTS TRUCKIN  LLC,A575,CON,CONTRACT FLEET,Trucklo
RM579911,X,SANDHU TRUCKLINES LLC,SDUK,CON,CONTRACT FLEET,Trucklo
RM579916,X,NAVEX INC,N732,CON,CONTRACT FLEET,Trucklo
RM579919,X,TSX,K722,CON,CONTRACT FLEET,Trucklo
RM579934,X,A TRUCKING COMPANY,M886,CON,CONTRACT FLEET,Trucklo
RM580159,X,OSI TRUCKING LLC,J657,CON,CONTRACT FLEET,Trucklo
RM580226,A,A M BEST TRANSPORTATION INC,D104,CON,CONTRACT FLEET,Trucklo
RM580234,A,VODIY EXPRESS LLC,E497,CON,CONTRACT FLEET,Trucklo
RM580236,A,T and T FREIGHT CORP,K614,CON,CONTRACT FLEET,Trucklo
RM580246,X,JRA TRANS LLC,9073,CON,CONTRACT FLEET,Trucklo
RM580248,X,ALL AMERICAN CARGO INC,J021,CON,CONTRACT FLEET,Trucklo
RM580267,A,AGI TRUCKING INC,K753,CON,CONTRACT FLEET,Trucklo
RM580480,X,ELITE CARRIER INC,N716,CON,CONTRACT FLEET,Trucklo
RM580546,X,CARGO FLOW LLC,K719,CON,CONTRACT FLEET,Trucklo
RM580598,X,SIMS FREIGHTLINES INC,K972,CON,CONTRACT FLEET,Trucklo
RM580627,X,ROYALE LOGISTICS,J535,CON,CONTRACT FLEET,Trucklo
RM580662,X,SWOUPES TRANSPORTATION- INC.,A003,CON,CONTRACT FLEET,Trucklo
RM580664,X,U S CARGO LLC,E507,CON,CONTRACT FLEET,Trucklo
RM580871,X,ROYAL CARGO GROUP CORP,9958,CON,CONTRACT FLEET,Trucklo
RM580880,X,GOLD MINE XPRESS LLC,U398,CON,CONTRACT FLEET,Trucklo
RM580924,X,A1 TRANS LLC,B619,CON,CONTRACT FLEET,Trucklo
RM580929,X,PLAINFIELD LOGISTICS LLC,S772,CON,CONTRACT FLEET,Trucklo
RM580949,X,Z TOP LOGISTICS INC,9943,CON,CONTRACT FLEET,Trucklo
RM580958,A,OVERNIGHT LOGISTICS INC,D747,CON,CONTRACT FLEET,Trucklo
RM580988,X,B and B TRANSPORT,K913,CON,CONTRACT FLEET,Trucklo
RM581031,A,KHAIRA CARRIER INC,L224,CON,CONTRACT FLEET,Trucklo
RM581044,X,GURI TRUCKING INC,V200,CON,CONTRACT FLEET,Trucklo
RM581452,A,BOOMING FREIGHT TRANSPORT INC,7568,CON,CONTRACT FLEET,Trucklo
RM581697,A,FUSION LOGISTICS INC,0755,CON,CONTRACT FLEET,Trucklo
RM581742,A,MACK DADDY TRUCKING LLC,0423,CON,CONTRACT FLEET,Trucklo
RM581763,X,JB S TRUCKING,A671,CON,CONTRACT FLEET,Trucklo
RM581776,X,MIDSTATE TRUCKING LLC,N054,CON,CONTRACT FLEET,Trucklo
RM581793,X,ABDUL S TRANSPORT LLC,M992,CON,CONTRACT FLEET,Trucklo
RM581884,X,TOMBACH CORPORATION,K780,CON,CONTRACT FLEET,Trucklo
RM581900,A,FREIGHT DOCKERS,4890,CON,CONTRACT FLEET,Trucklo
RM581923,X,CARGEX LT LLC,S658,CON,CONTRACT FLEET,Trucklo
RM581936,A,PRIME TRANSPORTATION LLC,D842,CON,CONTRACT FLEET,Trucklo
RM582163,X,ML CARGO LLC,K791,CON,CONTRACT FLEET,Trucklo
RM582179,A,JK FREIGHT EXPRESS INC,U175,CON,CONTRACT FLEET,Trucklo
RM582203,X,AIN EXPRESS- LLC,M145,CON,CONTRACT FLEET,Trucklo
RM582261,X,JGL,T486,CON,CONTRACT FLEET,Trucklo
RM582264,A,DEMIR EXPRESS INC,D283,CON,CONTRACT FLEET,Trucklo
RM582280,X,VISION TRANSPORTATION INC,S397,CON,CONTRACT FLEET,Trucklo
RM582286,X,MGR TRUCKING LLC,M989,CON,CONTRACT FLEET,Trucklo
RM582315,A,POINTDIRECT TRANSPORT- INC.,PDTI,CON,CONTRACT FLEET,Trucklo
RM582325,X,DW EXPRESS INC,T439,CON,CONTRACT FLEET,Trucklo
RM58254,X,NOEL EVANS TRUCKING,S059,CON,CONTRACT FLEET,Trucklo
RM582565,X,AM TRANSPORT EXPRESS INC.,M004,CON,CONTRACT FLEET,Trucklo
RM582569,X,MJ FREIGHT SERVICES LLC,K645,CON,CONTRACT FLEET,Trucklo
RM582580,X,M A M TRANSPORT,M398,CON,CONTRACT FLEET,Trucklo
RM582589,A,TRUCK DISPATCH SERVICE INC,D035,CON,CONTRACT FLEET,Trucklo
RM582610,X,GABRIEL OROZCO GARCIA,N713,CON,CONTRACT FLEET,Trucklo
RM582618,X,EMRAN TRUCKING LLC,S791,CON,CONTRACT FLEET,Trucklo
RM582628,X,JUGOVIC TRANS LLC,S086,CON,CONTRACT FLEET,Trucklo
RM582684,X,EAST WEST LOGISTICS TRUCKING I,D650,CON,CONTRACT FLEET,Trucklo
RM582721,A,ELITE EXPRESS LLC,7673,CON,CONTRACT FLEET,Trucklo
RM583023,A,MYE TRANSPORT LLC,A315,CON,CONTRACT FLEET,Trucklo
RM583092,X,INFINITY EXPRESS LLC,M458,CON,CONTRACT FLEET,Trucklo
RM583162,A,KAVAZ EXPRESS,D387,CON,CONTRACT FLEET,Trucklo
RM583185,A,MTX TRUCKING LLC,7746,CON,CONTRACT FLEET,Trucklo
RM583402,A,US KYMO INC,9275,CON,CONTRACT FLEET,Trucklo
RM583477,A,BETHLEHEM FREIGHT CARRIERS INC,K704,CON,CONTRACT FLEET,Trucklo
RM583496,X,DYALL TRANSPORT,7395,CON,CONTRACT FLEET,Trucklo
RM583725,X,LIBERTY LOGISTICS LLC,M290,CON,CONTRACT FLEET,Trucklo
RM584011,X,DANA FISHER LLC,N925,CON,CONTRACT FLEET,Trucklo
RM584012,X,MONDAIR TRUCKING INC,L706,CON,CONTRACT FLEET,Trucklo
RM584234,X,GOLDEN EAGLE TRANSPORTATION LL,E654,CON,CONTRACT FLEET,Trucklo
RM584243,X,MZ TRUCKING LLC,D192,CON,CONTRACT FLEET,Trucklo
RM584258,A,A STAR TRUCK LINES INC,T478,CON,CONTRACT FLEET,Trucklo
RM584384,X,DDS EXPRESS LLC,M871,CON,CONTRACT FLEET,Trucklo
RM584639,A,DTS INC,D092,CON,CONTRACT FLEET,Trucklo
RM584685,X,GOLPHIN TRANSPORT LLC,E139,CON,CONTRACT FLEET,Trucklo
RM584692,X,JVQ TRUCKING LLC,T384,CON,CONTRACT FLEET,Trucklo
RM584718,X,E2E ENTERPRISE LLC,J402,CON,CONTRACT FLEET,Trucklo
RM584769,A,JET CARGO,9681,CON,CONTRACT FLEET,Trucklo
RM585024,X,A and ATRANSPORTATION LLC,N050,CON,CONTRACT FLEET,Trucklo
RM585079,X,ENAT LOGISTICS LLC,S586,CON,CONTRACT FLEET,Trucklo
RM585090,A,CHAZI TRUCKING LLC,A975,CON,CONTRACT FLEET,Trucklo
RM585111,X,GRACE TRANSPORTATION LLC,L853,CON,CONTRACT FLEET,Trucklo
RM585159,X,TFOA TRUCKING LLC,S159,CON,CONTRACT FLEET,Trucklo
RM5852,X,DIAMOND CHEMICAL CO.- INC.,S964,CON,CONTRACT FLEET,Trucklo
RM585411,X,RED SEA TRUCKING,T481,CON,CONTRACT FLEET,Trucklo
RM585471,A,OX TRUCKING INC,0483,CON,CONTRACT FLEET,Trucklo
RM585504,X,JSD TRUCKING CORP,U060,CON,CONTRACT FLEET,Trucklo
RM585509,X,1776 TRANSPORT,V033,CON,CONTRACT FLEET,Trucklo
RM585555,X,POLA SERVICES COMPANY LLC,K464,CON,CONTRACT FLEET,Trucklo
RM585830,A,MASTERS TRUCKING COMPANY L L C,3519,CON,CONTRACT FLEET,Trucklo
RM585872,X,GOOD ENERGY WORLDWIDE,S288,CON,CONTRACT FLEET,Trucklo
RM585880,X,STAR TRAVEL TRANSPORT INC,N428,CON,CONTRACT FLEET,Trucklo
RM585895,X,FMN LOGISTICS INC,A998,CON,CONTRACT FLEET,Trucklo
RM585897,A,YIREH TRUCK LLC,V113,CON,CONTRACT FLEET,Trucklo
RM585914,X,JETAMAX- INC.,N976,CON,CONTRACT FLEET,Trucklo
RM585946,X,GLOBAL LOGISTICS,E115,CON,CONTRACT FLEET,Trucklo
RM585974,A,AK TRANSPORT LLC,AKPO,CON,CONTRACT FLEET,Trucklo
RM586217,X,FOX TRANSPORTATION SOLUTIONS I,J965,CON,CONTRACT FLEET,Trucklo
RM586794,A,EURO TRANS GROUP CORP,T116,CON,CONTRACT FLEET,Trucklo
RM586871,X,J TRANSPORT,K366,CON,CONTRACT FLEET,Trucklo
RM586904,X,ALEXANDRU EXPRESS INC,K809,CON,CONTRACT FLEET,Trucklo
RM586906,X,CARGO TRUCKING LLC,K830,CON,CONTRACT FLEET,Trucklo
RM587113,A,MADVIN TRUCKING CORP.,D655,CON,CONTRACT FLEET,Trucklo
RM587185,X,K LINES INC,S233,CON,CONTRACT FLEET,Trucklo
RM587209,A,XM TRANSPORTATION,K390,CON,CONTRACT FLEET,Trucklo
RM587214,X,AVL TRANSPORT LLC,9865,CON,CONTRACT FLEET,Trucklo
RM587228,A,XPRESS ELITE CARRIERS LLC,M593,CON,CONTRACT FLEET,Trucklo
RM587313,X,BORE EXPRESS INC,L407,CON,CONTRACT FLEET,Trucklo
RM587314,X,JORDAN CREEK LOGISTICS INC,JCLI,CON,CONTRACT FLEET,Trucklo
RM587324,A,GILL FREIGHT LINES,B486,CON,CONTRACT FLEET,Trucklo
RM587556,X,JUAREZ EXPRESS LLC,J761,CON,CONTRACT FLEET,Trucklo
RM58784,X,CTC GROUND LLC,2397,CON,CONTRACT FLEET,Trucklo
RM588045,X,VOLNA TRANSPORTATION CORP,K506,CON,CONTRACT FLEET,Trucklo
RM588056,X,PACIFIC FREIGHT INC,N583,CON,CONTRACT FLEET,Trucklo
RM588081,X,T LOGISTICS LLC,T687,CON,CONTRACT FLEET,Trucklo
RM588092,X,DARS LOGISTICS CORP,T000,CON,CONTRACT FLEET,Trucklo
RM588289,X,MVE TRANSPORT LLC,D879,CON,CONTRACT FLEET,Trucklo
RM588294,A,KAVKAZ EXPRESS LLC,9265,CON,CONTRACT FLEET,Trucklo
RM588306,A,ST MICHAEL TRANSPORTATION LLC,7699,CON,CONTRACT FLEET,Trucklo
RM588352,X,ZERO WING TRANSPORT SERVICE,M346,CON,CONTRACT FLEET,Trucklo
RM588416,X,HSN TRANS INC,D080,CON,CONTRACT FLEET,Trucklo
RM588435,X,F and T TRANSPORT CORP,E523,CON,CONTRACT FLEET,Trucklo
RM588526,X,DIREX DELIVERY- INC.,M441,CON,CONTRACT FLEET,Trucklo
RM588551,X,FOREVER TRANSPORTATION INC.,U272,CON,CONTRACT FLEET,Trucklo
RM588567,X,BIRKEY TRUCKING LLC,S043,CON,CONTRACT FLEET,Trucklo
RM588813,X,CONTRERAS TRANSPORTATION LLC,L220,CON,CONTRACT FLEET,Trucklo
RM589060,X,HYDE S TRUCKING INC.,J263,CON,CONTRACT FLEET,Trucklo
RM58956,X,TARPAN TRANSPORT INC,,CON,CONTRACT FLEET,Trucklo
RM590036,A,CTI,B946,CON,CONTRACT FLEET,Trucklo
RM590465,X,COAST TO COAST TRUCKING INC,E674,CON,CONTRACT FLEET,Trucklo
RM59050,X,HOOD MOVING and RELOCATION,0548,CON,CONTRACT FLEET,Trucklo
RM590547,X,BLG EXPRESS INC,D115,CON,CONTRACT FLEET,Trucklo
RM590569,X,FREIGHT LANE EXPRESS- INC.,D018,CON,CONTRACT FLEET,Trucklo
RM590586,A,JH TRANSPORTATION,J795,CON,CONTRACT FLEET,Trucklo
RM590654,X,GONZALEZ TRUCKING,E196,CON,CONTRACT FLEET,Trucklo
RM590699,X,CHARLOTTE FREIGHT INC,T870,CON,CONTRACT FLEET,Trucklo
RM590719,X,EKAM EXPRESS INC,M956,CON,CONTRACT FLEET,Trucklo
RM590868,X,T AND T TRANSPORTATION LLC,S882,CON,CONTRACT FLEET,Trucklo
RM590937,X,DOMINGO B TRUCKING,K551,CON,CONTRACT FLEET,Trucklo
RM590953,X,SILKROAD CARGO INC,T497,CON,CONTRACT FLEET,Trucklo
RM590955,X,PRECIOUS CARGO GROUP INC,S973,CON,CONTRACT FLEET,Trucklo
RM590957,X,SYNY LOGISTICS INC,E245,CON,CONTRACT FLEET,Trucklo
RM590965,X,TITAN TRUX INC,9014,CON,CONTRACT FLEET,Trucklo
RM591029,A,HARI INCORPORATION,S017,CON,CONTRACT FLEET,Trucklo
RM591037,X,SPEEDWAY FREIGHTS LLC,T650,CON,CONTRACT FLEET,Trucklo
RM591051,A,ANDY NATIONAL,S310,CON,CONTRACT FLEET,Trucklo
RM591258,X,GOTTCO TRUCKING LLC,0690,CON,CONTRACT FLEET,Trucklo
RM591347,A,MEHACH EXPRESS INC,0725,CON,CONTRACT FLEET,Trucklo
RM591373,X,MR. SU TRANSPORTATION,M921,CON,CONTRACT FLEET,Trucklo
RM591460,A,MAKO TRANSPORT LLC,M023,CON,CONTRACT FLEET,Trucklo
RM591608,X,DESTINATION UNLIMITED LLC,DULB,CON,CONTRACT FLEET,Trucklo
RM591666,X,A and A EXPRESS LLC,D868,CON,CONTRACT FLEET,Trucklo
RM59173,X,BOSNIA FOREVER LLC,J440,CON,CONTRACT FLEET,Trucklo
RM591794,X,SANTREK TRUCKING LLC,D847,CON,CONTRACT FLEET,Trucklo
RM591801,A,VISION TRANSPORTATION PARTNERS,9240,CON,CONTRACT FLEET,Trucklo
RM591811,X,317 TRANSPORT INC,9891,CON,CONTRACT FLEET,Trucklo
RM591812,A,SUNNYSIDE EXPRESS- INC.,0141,CON,CONTRACT FLEET,Trucklo
RM592118,X,S and A ENTERPRISE,1191,CON,CONTRACT FLEET,Trucklo
RM592132,A,CAPITAL TRUCK LINES LLC,7652,CON,CONTRACT FLEET,Trucklo
RM592444,X,AAA LOGISTICS LLC,0891,CON,CONTRACT FLEET,Trucklo
RM592855,A,NARTA EXPRESS LLC,A458,CON,CONTRACT FLEET,Trucklo
RM592885,A,INDEPENDENT TRANSPORT LLC,IPAC,CON,CONTRACT FLEET,Trucklo
RM593030,A,DUNN PEOPLES TRUCKING INC,0735,CON,CONTRACT FLEET,Trucklo
RM593063,X,ITL TRANSPORT COMPANY,9720,CON,CONTRACT FLEET,Trucklo
RM593343,X,HIGHLANDER TRANSPORTATION INC,9398,CON,CONTRACT FLEET,Trucklo
RM593352,A,MILTON EXPRESS LLC,A158,CON,CONTRACT FLEET,Trucklo
RM593360,X,BWR TRANSPORTATION INC,M218,CON,CONTRACT FLEET,Trucklo
RM593439,A,GOLDEN CARGO LLC,M129,CON,CONTRACT FLEET,Trucklo
RM593441,X,DEX LOGISTICS LLC,J199,CON,CONTRACT FLEET,Trucklo
RM593466,X,WR TRUCKING,M246,CON,CONTRACT FLEET,Trucklo
RM593488,X,BULL DOG TRUCKING,BDTC,CON,CONTRACT FLEET,Trucklo
RM593509,X,CAPITALAND LOGISTICS LLC,J640,CON,CONTRACT FLEET,Trucklo
RM593554,X,IGH TRUCK LINES INC,J613,CON,CONTRACT FLEET,Trucklo
RM593585,X,H and K TRANSPORTS INC,E565,CON,CONTRACT FLEET,Trucklo
RM593857,X,GNS EXPRESS- LLC,T633,CON,CONTRACT FLEET,Trucklo
RM593873,A,MOVE AMERICA LOGISTICS LLC,0136,CON,CONTRACT FLEET,Trucklo
RM593889,A,S and M TRUCKING LLC,A370,CON,CONTRACT FLEET,Trucklo
RM593908,A,TRANSHORN TRUCKING LLC,D237,CON,CONTRACT FLEET,Trucklo
RM593910,X,D AND D NATIONAL LOGISTICS- IN,J639,CON,CONTRACT FLEET,Trucklo
RM593960,X,JOHN BROTHERS SERVICES LLC,9790,CON,CONTRACT FLEET,Trucklo
RM594045,X,GOLDEN TRANSPORTATION LLC,GDND,CON,CONTRACT FLEET,Trucklo
RM594258,A,HYMARK FREIGHT LINES LLC,E170,CON,CONTRACT FLEET,Trucklo
RM594301,A,NOMAD FREIGHT INC,T934,CON,CONTRACT FLEET,Trucklo
RM594306,A,TARGET TRANSPORTATION- INC.,N936,CON,CONTRACT FLEET,Trucklo
RM594376,X,HU WA INC,S645,CON,CONTRACT FLEET,Trucklo
RM594603,A,JVR TRANSPORT INC,9169,CON,CONTRACT FLEET,Trucklo
RM594611,X,LALY EXPRESS LLC,E865,CON,CONTRACT FLEET,Trucklo
RM594736,X,QUALITY ASSURANCE TRANSPORTATI,N840,CON,CONTRACT FLEET,Trucklo
RM59509,X,AD and RO TRANSPORT INC,K231,CON,CONTRACT FLEET,Trucklo
RM595186,X,P A JOHNSON ENTERPRISES INC,J855,CON,CONTRACT FLEET,Trucklo
RM595243,A,BULLWAY TRANSPORT LLC,0502,CON,CONTRACT FLEET,Trucklo
RM59543,A,B and B TRUCKING SERVICES LLC,K690,CON,CONTRACT FLEET,Trucklo
RM595436,X,DAEWOO UNITED TRANSPORTATION L,L341,CON,CONTRACT FLEET,Trucklo
RM595446,A,ALPHA CARRIERS CORPORATION,U393,CON,CONTRACT FLEET,Trucklo
RM595488,X,SDP TRANSPORT COMPANY- LLC,J856,CON,CONTRACT FLEET,Trucklo
RM595509,X,MAK TRANS INC,1833,CON,CONTRACT FLEET,Trucklo
RM595604,A,LENN CORPORATION,LENN,CON,CONTRACT FLEET,Trucklo
RM595607,A,ARTSOLUTION INC,D155,CON,CONTRACT FLEET,Trucklo
RM595621,X,F L C TRUCKING,K217,CON,CONTRACT FLEET,Trucklo
RM595627,A,KDA LOGISTIC INC,D171,CON,CONTRACT FLEET,Trucklo
RM595776,X,A A V 1 INC,D371,CON,CONTRACT FLEET,Trucklo
RM595891,X,CARGO CARRIERS INC,9371,CON,CONTRACT FLEET,Trucklo
RM595926,X,C and F TRUCKING LLC,L209,CON,CONTRACT FLEET,Trucklo
RM595949,X,KLS TRUCKING,J720,CON,CONTRACT FLEET,Trucklo
RM595995,X,A2 LOGISTICS INC,9753,CON,CONTRACT FLEET,Trucklo
RM596001,X,MJN ENTERPRISES LLC,S434,CON,CONTRACT FLEET,Trucklo
RM596011,X,MACHIN TRUCKING LLC,0120,CON,CONTRACT FLEET,Trucklo
RM596014,A,GRX LOGISTICS INC,D759,CON,CONTRACT FLEET,Trucklo
RM596029,X,AMTA CORP,V001,CON,CONTRACT FLEET,Trucklo
RM596034,X,LEVI S EXPEDITION LLC,L954,CON,CONTRACT FLEET,Trucklo
RM596051,X,E and M TRUCKING,U784,CON,CONTRACT FLEET,Trucklo
RM596387,X,LIONS VOLT LOGISTICS INCORPORA,T736,CON,CONTRACT FLEET,Trucklo
RM596515,X,EVJEN TRUCKING LLC,D235,CON,CONTRACT FLEET,Trucklo
RM596517,X,BLUE SHIKEPOKE TRANSPORTATION-,BKPN,CON,CONTRACT FLEET,Trucklo
RM59665,X,LINCOLN FREIGHT COMPANY LLC,E265,CON,CONTRACT FLEET,Trucklo
RM596685,X,SAV TRANSPORTATION INC,T293,CON,CONTRACT FLEET,Trucklo
RM596716,X,ZUMA ROCK TRANSPORTATION LLC,M879,CON,CONTRACT FLEET,Trucklo
RM596720,X,DAS TRANSPORT INC,D410,CON,CONTRACT FLEET,Trucklo
RM596766,X,BIG BELL LOGISTICS LLC,U509,CON,CONTRACT FLEET,Trucklo
RM596792,X,GALVAN BOYZ TRUCKING LLC,T351,CON,CONTRACT FLEET,Trucklo
RM596797,X,A TO Z TRANSPORT LLC,K230,CON,CONTRACT FLEET,Trucklo
RM596807,X,EXCLUSIVE TRUCKING SERVICES LL,9709,CON,CONTRACT FLEET,Trucklo
RM596857,A,BRI VIR TRUCKING INC,7797,CON,CONTRACT FLEET,Trucklo
RM59698,A,CLAYTON TRUCKING LLC,3413,CON,CONTRACT FLEET,Trucklo
RM597240,X,QUALITY TRANSPORTATION LLC,E974,CON,CONTRACT FLEET,Trucklo
RM597298,X,VIRGIN MOVING AND STORAGE,U256,CON,CONTRACT FLEET,Trucklo
RM597531,X,JC CARGO LINE INC,A039,CON,CONTRACT FLEET,Trucklo
RM597757,X,CAP-LANCE LOGISTICS LLC,K221,CON,CONTRACT FLEET,Trucklo
RM598048,X,AFG TRUCKING INC,AFTF,CON,CONTRACT FLEET,Trucklo
RM598052,X,ARNSMEIER TRUCKING INC,S442,CON,CONTRACT FLEET,Trucklo
RM598067,X,DU ALL TRANSPORTING LLC,DUAP,CON,CONTRACT FLEET,Trucklo
RM598070,X,LWN TRANSPORT LLC,9856,CON,CONTRACT FLEET,Trucklo
RM598109,X,PUNJAB TRANSPORTATION- INC,S887,CON,CONTRACT FLEET,Trucklo
RM598153,X,TATU TRANSPORT,E024,CON,CONTRACT FLEET,Trucklo
RM598171,X,TERRA TRUCKING LLC *** DNU ***,B387,CON,CONTRACT FLEET,Trucklo
RM598187,A,JRD TRANSPORTATION INC,JRDQ,CON,CONTRACT FLEET,Trucklo
RM598376,X,RT LOGISTICS- LLC,K477,CON,CONTRACT FLEET,Trucklo
RM598388,X,ASSURE EXPEDITED LLC,L032,CON,CONTRACT FLEET,Trucklo
RM598458,X,GENESIS FREIGHT INC,1842,CON,CONTRACT FLEET,Trucklo
RM598473,X,NLC LOGISTICS LLC,U772,CON,CONTRACT FLEET,Trucklo
RM598485,X,REESE TRUCKING,J061,CON,CONTRACT FLEET,Trucklo
RM598524,A,ROADLINE CORPORATION,W086,CON,CONTRACT FLEET,Trucklo
RM598526,X,PEGASUS EXPRESS INC,K808,CON,CONTRACT FLEET,Trucklo
RM598544,A,THANK GOD 4 TRUCKING LLC,K197,CON,CONTRACT FLEET,Trucklo
RM598644,X,GR TRANSPORTATION INC,M688,CON,CONTRACT FLEET,Trucklo
